student_id,age,gender,major,GPA,course_load,avg_course_grade,attendance_rate,enrollment_status,lms_logins_past_month,avg_session_duration_minutes,assignment_submission_rate,forum_participation_count,video_completion_rate,risk_level,ID,Name,Department,Year
S678,25.0,Male,Computer Science,3.36,5.0,73.6,0.63,Graduated,26.0,78.0,0.98,17.0,0.77,High,,,,
S679,19.0,Male,Computer Science,2.82,6.0,99.9,0.61,Graduated,25.0,49.0,0.89,15.0,0.58,High,,,,
S680,19.0,Other,Engineering,3.51,6.0,70.5,0.7,Active,32.0,84.0,0.87,1.0,0.5,High,,,,
S681,25.0,Other,Computer Science,2.41,6.0,71.2,0.95,Active,25.0,10.0,0.85,18.0,0.71,High,,,,
S682,22.0,Other,Arts,2.66,5.0,97.2,0.77,Active,25.0,74.0,0.71,0.0,0.57,Medium,,,,
S683,24.0,Male,Computer Science,3.09,3.0,61.0,0.89,Active,35.0,71.0,0.96,10.0,0.58,Low,,,,
S684,21.0,Male,Arts,3.15,5.0,87.9,0.97,Graduated,39.0,63.0,0.54,19.0,0.54,Low,,,,
S685,18.0,Other,Business,2.04,6.0,89.0,0.76,Leave,0.0,69.0,0.9,4.0,0.6,High,,,,
S686,23.0,Female,Business,3.89,5.0,93.5,0.68,Graduated,14.0,55.0,0.61,15.0,0.86,High,,,,
S687,23.0,Other,Business,3.39,6.0,99.0,0.81,Active,0.0,14.0,0.66,0.0,0.9,Medium,,,,
S688,22.0,Female,Business,2.99,3.0,99.0,0.96,Active,10.0,31.0,0.76,18.0,0.73,Medium,,,,
S689,24.0,Female,Computer Science,3.87,4.0,62.6,0.92,Leave,1.0,62.0,0.89,13.0,0.75,Low,,,,
S690,19.0,Other,Engineering,2.88,3.0,92.9,0.63,Active,0.0,79.0,0.92,2.0,0.52,High,,,,
S691,19.0,Other,Computer Science,3.96,3.0,85.9,0.88,Graduated,30.0,41.0,0.79,1.0,0.53,Low,,,,
S692,23.0,Other,Arts,3.02,4.0,85.9,0.83,Graduated,15.0,20.0,0.7,4.0,0.63,Medium,,,,
S693,22.0,Male,Computer Science,2.23,5.0,65.1,0.96,Graduated,21.0,19.0,0.97,16.0,0.77,High,,,,
S694,21.0,Female,Computer Science,3.53,4.0,86.0,0.65,Graduated,17.0,48.0,0.62,17.0,0.87,High,,,,
S695,19.0,Male,Arts,3.36,5.0,99.3,0.81,Graduated,16.0,40.0,0.9,0.0,0.8,Medium,,,,
S696,21.0,Male,Business,3.55,5.0,96.5,0.95,Leave,29.0,21.0,0.81,14.0,0.7,Low,,,,
S697,24.0,Other,Business,3.9,6.0,77.6,0.76,Graduated,9.0,89.0,0.69,8.0,0.56,Medium,,,,
S698,19.0,Male,Business,3.55,6.0,61.6,0.79,Active,34.0,47.0,0.5,4.0,0.89,Medium,,,,
S699,19.0,Other,Engineering,3.22,4.0,74.5,0.63,Active,20.0,76.0,0.72,12.0,0.68,High,,,,
S700,20.0,Female,Arts,3.71,3.0,93.1,0.71,Active,15.0,75.0,0.64,18.0,0.87,High,,,,
S701,19.0,Other,Arts,3.35,4.0,88.1,0.73,Active,5.0,61.0,0.55,9.0,0.76,High,,,,
S702,25.0,Male,Computer Science,2.82,5.0,78.4,0.98,Leave,2.0,14.0,0.54,19.0,0.87,Medium,,,,
S703,18.0,Male,Engineering,3.77,6.0,62.2,0.71,Active,20.0,20.0,0.67,13.0,0.95,High,,,,
S704,25.0,Other,Business,2.44,4.0,77.1,0.78,Leave,12.0,34.0,0.81,11.0,0.96,High,,,,
S705,22.0,Other,Engineering,3.43,4.0,78.8,0.87,Active,17.0,44.0,0.92,10.0,0.77,Low,,,,
S706,22.0,Male,Arts,3.76,6.0,97.1,0.66,Leave,23.0,44.0,0.59,6.0,0.76,High,,,,
S707,21.0,Female,Arts,3.46,6.0,85.6,0.79,Leave,26.0,31.0,0.71,16.0,0.63,Medium,,,,
S708,25.0,Female,Computer Science,3.39,6.0,72.5,0.9,Leave,3.0,46.0,0.7,17.0,0.97,Low,,,,
S709,25.0,Other,Computer Science,3.51,5.0,81.0,0.95,Active,21.0,64.0,0.76,6.0,0.73,Low,,,,
S710,25.0,Female,Arts,2.93,6.0,62.6,0.85,Leave,23.0,84.0,0.9,19.0,0.56,Medium,,,,
S711,24.0,Male,Business,3.75,3.0,98.9,0.87,Graduated,39.0,81.0,0.78,5.0,0.72,Low,,,,
S712,19.0,Other,Business,2.41,4.0,74.4,0.65,Graduated,9.0,73.0,0.92,10.0,0.56,High,,,,
S713,18.0,Male,Engineering,2.25,6.0,79.1,0.98,Active,1.0,29.0,0.76,11.0,0.75,High,,,,
S714,21.0,Male,Arts,2.57,6.0,74.2,0.65,Graduated,39.0,13.0,0.8,15.0,0.78,High,,,,
S715,25.0,Female,Arts,3.06,5.0,87.3,0.91,Graduated,5.0,27.0,0.72,18.0,0.67,Low,,,,
S716,25.0,Other,Business,3.02,5.0,86.5,0.71,Graduated,17.0,60.0,0.91,18.0,0.54,High,,,,
S717,20.0,Other,Business,3.64,4.0,88.6,0.97,Active,16.0,77.0,0.96,10.0,0.97,Low,,,,
S718,21.0,Female,Arts,2.81,3.0,70.7,0.89,Active,37.0,29.0,0.82,15.0,0.89,Medium,,,,
S719,25.0,Male,Computer Science,2.97,4.0,72.6,0.9,Graduated,22.0,18.0,0.91,11.0,0.92,Medium,,,,
S720,21.0,Male,Arts,2.03,6.0,65.0,0.69,Active,29.0,89.0,0.53,7.0,0.68,High,,,,
S721,19.0,Male,Arts,2.82,3.0,86.2,0.78,Leave,20.0,35.0,0.95,2.0,0.88,Medium,,,,
S722,20.0,Male,Business,3.3,3.0,61.6,0.85,Graduated,9.0,34.0,0.59,1.0,0.74,Low,,,,
S723,21.0,Other,Business,2.03,3.0,83.9,0.91,Active,12.0,77.0,0.63,5.0,0.6,High,,,,
S724,18.0,Other,Computer Science,2.56,3.0,94.8,0.64,Active,11.0,50.0,0.53,15.0,0.56,High,,,,
S725,18.0,Female,Computer Science,2.42,4.0,95.6,0.98,Graduated,8.0,68.0,0.98,19.0,0.67,High,,,,
S726,22.0,Female,Engineering,2.08,5.0,78.0,0.96,Active,3.0,54.0,0.93,14.0,0.57,High,,,,
S727,20.0,Other,Arts,2.96,5.0,78.4,0.71,Graduated,38.0,50.0,0.96,13.0,1.0,High,,,,
S728,20.0,Other,Business,2.36,6.0,63.1,0.93,Active,23.0,47.0,0.92,1.0,0.52,High,,,,
S729,22.0,Male,Computer Science,3.49,5.0,86.8,0.81,Leave,33.0,28.0,0.74,19.0,0.72,Medium,,,,
S730,21.0,Male,Engineering,3.7,5.0,92.9,0.78,Graduated,38.0,23.0,0.96,17.0,0.73,Medium,,,,
S731,20.0,Female,Engineering,3.09,5.0,69.8,0.73,Leave,4.0,30.0,0.98,13.0,0.65,High,,,,
S732,18.0,Other,Business,3.96,5.0,76.9,0.83,Graduated,14.0,24.0,0.75,17.0,0.79,Medium,,,,
S733,18.0,Female,Business,2.9,6.0,93.6,0.89,Active,3.0,12.0,0.59,1.0,0.57,Medium,,,,
S734,25.0,Other,Engineering,3.03,4.0,95.1,0.76,Leave,38.0,46.0,0.83,0.0,0.89,Medium,,,,
S735,19.0,Male,Computer Science,3.98,3.0,69.7,0.85,Active,7.0,55.0,0.99,19.0,0.67,Low,,,,
S736,20.0,Female,Engineering,2.46,5.0,82.0,0.88,Graduated,23.0,25.0,0.94,1.0,0.8,High,,,,
S737,21.0,Female,Arts,3.89,4.0,67.7,0.88,Graduated,27.0,23.0,0.93,8.0,0.86,Low,,,,
S738,22.0,Other,Arts,2.09,5.0,64.1,0.62,Graduated,26.0,18.0,0.97,8.0,0.94,High,,,,
S739,22.0,Male,Business,2.89,5.0,96.4,0.94,Graduated,0.0,16.0,0.95,15.0,0.92,Medium,,,,
S740,21.0,Female,Computer Science,2.14,3.0,92.8,0.78,Graduated,33.0,23.0,0.89,10.0,0.8,High,,,,
S741,24.0,Male,Computer Science,3.46,3.0,90.4,0.7,Leave,16.0,15.0,0.86,5.0,0.69,High,,,,
S742,23.0,Female,Arts,3.22,3.0,62.0,0.7,Graduated,36.0,24.0,0.63,11.0,0.75,High,,,,
S743,19.0,Male,Engineering,3.41,5.0,93.7,0.79,Active,37.0,61.0,0.81,2.0,0.88,Medium,,,,
S744,22.0,Other,Business,2.75,5.0,77.5,0.95,Leave,25.0,81.0,0.76,11.0,0.94,Medium,,,,
S745,20.0,Female,Engineering,2.74,5.0,73.7,0.75,Active,23.0,43.0,0.93,0.0,0.55,Medium,,,,
S746,19.0,Female,Engineering,2.09,3.0,81.9,0.9,Graduated,38.0,10.0,0.75,8.0,0.69,High,,,,
S747,20.0,Male,Engineering,2.7,6.0,63.7,0.64,Active,20.0,78.0,0.56,19.0,0.89,High,,,,
S748,24.0,Male,Computer Science,3.86,4.0,90.3,0.79,Leave,29.0,29.0,0.5,5.0,0.72,Medium,,,,
S749,18.0,Female,Arts,2.76,6.0,83.3,1.0,Leave,12.0,89.0,0.84,10.0,0.67,Medium,,,,
S750,19.0,Other,Computer Science,3.66,5.0,67.5,0.91,Leave,36.0,16.0,0.77,2.0,0.71,Low,,,,
S751,25.0,Male,Arts,3.68,5.0,67.5,0.68,Active,2.0,16.0,0.67,3.0,0.8,High,,,,
S752,22.0,Male,Business,2.75,6.0,67.4,0.8,Leave,31.0,59.0,0.58,9.0,1.0,Medium,,,,
S753,19.0,Male,Business,3.26,5.0,62.3,0.69,Active,34.0,11.0,0.73,18.0,0.75,High,,,,
S754,19.0,Female,Engineering,2.19,4.0,83.5,0.76,Graduated,18.0,56.0,0.55,5.0,0.6,High,,,,
S755,19.0,Female,Arts,2.21,5.0,93.6,0.91,Graduated,13.0,23.0,0.67,0.0,0.58,High,,,,
S756,23.0,Female,Arts,2.1,4.0,60.7,0.91,Active,21.0,40.0,0.69,7.0,0.52,High,,,,
S757,19.0,Female,Arts,3.16,6.0,62.0,0.69,Leave,16.0,59.0,0.73,7.0,0.78,High,,,,
S758,20.0,Other,Engineering,2.85,6.0,82.9,0.97,Active,3.0,70.0,0.73,5.0,0.77,Medium,,,,
S759,18.0,Other,Engineering,3.1,5.0,92.8,0.84,Active,39.0,50.0,0.63,16.0,0.6,Medium,,,,
S760,24.0,Female,Business,3.04,4.0,73.1,0.75,Active,18.0,23.0,0.93,18.0,0.85,Medium,,,,
S761,21.0,Other,Computer Science,2.7,5.0,74.0,0.8,Graduated,36.0,14.0,0.68,0.0,0.87,Medium,,,,
S762,19.0,Male,Arts,3.35,3.0,83.9,0.84,Active,1.0,84.0,0.61,14.0,0.63,Medium,,,,
S763,22.0,Male,Arts,3.52,3.0,71.0,0.82,Graduated,14.0,14.0,0.59,12.0,0.67,Medium,,,,
S764,19.0,Male,Computer Science,2.03,3.0,61.1,0.79,Active,1.0,73.0,0.66,2.0,1.0,High,,,,
S765,22.0,Female,Arts,2.41,3.0,89.4,0.8,Graduated,10.0,38.0,0.53,1.0,0.69,High,,,,
S766,20.0,Male,Engineering,3.43,5.0,85.0,0.67,Active,22.0,84.0,0.52,2.0,0.88,High,,,,
S767,22.0,Other,Engineering,2.77,3.0,83.2,0.93,Active,9.0,14.0,0.8,8.0,0.73,Medium,,,,
S768,25.0,Female,Arts,3.32,4.0,89.7,0.82,Leave,2.0,45.0,0.81,15.0,0.9,Medium,,,,
S769,21.0,Other,Engineering,2.69,6.0,87.0,0.65,Leave,4.0,88.0,0.76,12.0,0.88,High,,,,
S770,18.0,Male,Engineering,2.78,6.0,68.2,0.91,Active,2.0,28.0,0.88,18.0,0.83,Medium,,,,
S771,22.0,Male,Arts,2.32,3.0,74.1,0.97,Active,37.0,73.0,0.52,17.0,0.93,High,,,,
S772,22.0,Male,Business,2.52,3.0,65.0,0.98,Active,12.0,31.0,0.97,11.0,0.97,Medium,,,,
S773,18.0,Female,Computer Science,3.21,3.0,65.2,0.75,Active,18.0,43.0,0.55,11.0,0.79,Medium,,,,
S774,21.0,Other,Engineering,2.87,5.0,87.0,0.65,Leave,39.0,65.0,0.84,0.0,0.62,High,,,,
S775,19.0,Female,Business,3.55,6.0,94.3,0.81,Graduated,34.0,26.0,0.57,19.0,0.7,Medium,,,,
S776,22.0,Female,Engineering,3.71,3.0,98.5,0.65,Active,23.0,85.0,0.94,7.0,0.88,High,,,,
S777,18.0,Male,Engineering,3.08,4.0,85.1,0.97,Leave,23.0,65.0,0.76,16.0,0.83,Low,,,,
S778,25.0,Female,Computer Science,3.52,3.0,67.4,0.67,Active,16.0,26.0,0.54,19.0,0.59,High,,,,
S779,25.0,Female,Engineering,2.61,6.0,64.2,0.7,Active,39.0,83.0,0.81,6.0,0.53,High,,,,
S780,20.0,Male,Computer Science,2.83,3.0,92.5,0.76,Graduated,9.0,27.0,0.5,8.0,0.84,Medium,,,,
S781,18.0,Female,Computer Science,3.43,6.0,83.2,0.75,Active,1.0,54.0,0.89,16.0,0.63,Medium,,,,
S782,20.0,Male,Computer Science,2.77,3.0,84.7,0.92,Active,22.0,87.0,0.83,9.0,0.75,Medium,,,,
S783,25.0,Male,Business,3.18,4.0,91.3,0.78,Graduated,5.0,65.0,0.61,3.0,0.87,Medium,,,,
S784,21.0,Male,Arts,2.37,3.0,88.1,0.67,Graduated,1.0,89.0,0.69,6.0,0.78,High,,,,
S785,19.0,Male,Business,3.2,4.0,93.4,0.71,Graduated,20.0,59.0,0.5,6.0,0.54,High,,,,
S786,18.0,Female,Arts,3.72,4.0,62.2,0.8,Graduated,34.0,67.0,0.85,7.0,0.59,Medium,,,,
S787,24.0,Male,Arts,3.74,3.0,89.9,0.66,Leave,28.0,27.0,0.66,7.0,0.61,High,,,,
S788,25.0,Male,Computer Science,3.45,4.0,94.0,0.84,Leave,6.0,89.0,0.79,15.0,0.63,Medium,,,,
S789,25.0,Female,Engineering,3.49,5.0,71.4,0.83,Leave,28.0,16.0,0.98,11.0,0.78,Medium,,,,
S790,24.0,Female,Computer Science,3.12,3.0,85.6,0.89,Active,36.0,85.0,0.65,14.0,0.75,Low,,,,
S791,23.0,Other,Engineering,3.17,3.0,72.6,0.98,Graduated,22.0,19.0,1.0,7.0,0.6,Low,,,,
S792,25.0,Female,Arts,2.27,4.0,98.3,0.96,Graduated,32.0,78.0,0.82,8.0,0.53,High,,,,
S793,22.0,Female,Computer Science,2.89,4.0,61.3,0.98,Leave,7.0,12.0,0.62,2.0,0.59,Medium,,,,
S794,21.0,Other,Engineering,2.9,3.0,83.2,0.7,Active,11.0,53.0,0.72,15.0,0.99,High,,,,
S795,18.0,Female,Business,3.92,5.0,66.7,0.65,Active,9.0,79.0,0.87,14.0,0.73,High,,,,
S796,24.0,Female,Engineering,2.86,4.0,88.5,0.72,Active,14.0,23.0,0.72,3.0,0.93,High,,,,
S797,22.0,Female,Computer Science,3.1,4.0,67.0,0.96,Leave,23.0,13.0,0.53,19.0,0.92,Low,,,,
S798,24.0,Female,Business,3.07,6.0,69.4,0.99,Active,25.0,27.0,0.58,15.0,0.76,Low,,,,
S799,18.0,Other,Engineering,3.27,5.0,79.8,0.94,Active,38.0,61.0,0.9,9.0,0.85,Low,,,,
S800,20.0,Female,Engineering,3.5,5.0,96.6,0.64,Active,2.0,47.0,0.82,10.0,0.6,High,,,,
S801,18.0,Female,Engineering,2.45,3.0,68.5,0.98,Graduated,1.0,89.0,0.78,4.0,0.84,High,,,,
S802,23.0,Other,Engineering,3.06,5.0,65.8,0.77,Leave,5.0,29.0,0.58,10.0,0.64,Medium,,,,
S803,18.0,Male,Engineering,3.65,3.0,90.4,0.6,Graduated,20.0,53.0,0.92,12.0,0.92,High,,,,
S804,18.0,Other,Business,2.93,6.0,80.0,0.78,Graduated,8.0,60.0,0.98,14.0,0.54,Medium,,,,
S805,23.0,Male,Arts,2.56,5.0,96.5,0.62,Leave,9.0,28.0,0.52,5.0,0.89,High,,,,
S806,21.0,Other,Business,3.31,4.0,65.9,0.82,Graduated,35.0,77.0,0.54,15.0,0.55,Medium,,,,
S807,25.0,Other,Business,3.65,6.0,85.8,0.74,Active,2.0,75.0,0.94,14.0,0.94,High,,,,
S808,18.0,Female,Business,2.13,3.0,69.3,0.79,Active,23.0,22.0,0.91,10.0,0.65,High,,,,
S809,23.0,Male,Arts,3.55,6.0,66.3,0.85,Active,21.0,71.0,0.81,19.0,0.83,Low,,,,
S810,22.0,Female,Computer Science,3.64,3.0,87.3,0.95,Active,13.0,70.0,0.97,1.0,0.74,Low,,,,
S811,20.0,Male,Arts,2.92,6.0,83.7,0.86,Leave,26.0,39.0,0.82,1.0,0.68,Medium,,,,
S812,20.0,Other,Business,3.97,3.0,90.2,0.77,Graduated,32.0,39.0,0.61,11.0,0.82,Medium,,,,
S813,18.0,Other,Engineering,3.57,5.0,72.4,0.93,Graduated,21.0,60.0,0.86,15.0,0.97,Low,,,,
S814,21.0,Male,Engineering,3.55,4.0,77.9,0.96,Active,28.0,57.0,0.82,18.0,0.52,Low,,,,
S815,21.0,Female,Business,3.5,3.0,76.2,0.65,Active,18.0,42.0,0.99,1.0,0.96,High,,,,
S816,22.0,Female,Engineering,2.3,6.0,99.4,0.81,Graduated,18.0,83.0,0.61,16.0,0.8,High,,,,
S817,18.0,Female,Business,2.43,3.0,71.7,0.71,Leave,5.0,28.0,0.8,13.0,0.9,High,,,,
S818,20.0,Female,Engineering,2.93,3.0,71.8,0.62,Graduated,18.0,80.0,0.89,15.0,0.69,High,,,,
S819,21.0,Other,Arts,2.53,3.0,74.2,0.87,Active,12.0,66.0,0.67,4.0,0.74,Medium,,,,
S820,18.0,Other,Computer Science,2.83,6.0,82.6,0.95,Active,25.0,28.0,0.69,9.0,0.93,Medium,,,,
S821,24.0,Other,Computer Science,3.78,4.0,70.1,0.67,Leave,21.0,88.0,0.94,16.0,0.71,High,,,,
S822,21.0,Other,Arts,3.65,5.0,96.6,0.92,Graduated,20.0,50.0,0.7,12.0,0.77,Low,,,,
S823,23.0,Other,Arts,3.26,4.0,70.6,0.94,Leave,35.0,51.0,0.81,15.0,0.51,Low,,,,
S824,24.0,Female,Business,3.72,3.0,95.8,0.97,Leave,1.0,61.0,0.94,8.0,0.58,Low,,,,
S825,25.0,Female,Business,3.57,6.0,64.1,0.71,Active,29.0,13.0,0.6,3.0,0.82,High,,,,
S826,21.0,Female,Business,2.86,4.0,86.3,0.96,Graduated,26.0,13.0,0.99,15.0,0.86,Medium,,,,
S827,20.0,Female,Engineering,2.4,3.0,96.3,0.73,Active,6.0,14.0,0.85,10.0,0.79,High,,,,
S828,19.0,Other,Business,3.03,5.0,66.7,0.82,Graduated,19.0,50.0,0.75,6.0,0.57,Medium,,,,
S829,24.0,Other,Arts,3.47,5.0,98.7,0.62,Active,30.0,70.0,0.72,16.0,0.72,High,,,,
S830,25.0,Other,Computer Science,2.87,5.0,78.1,0.62,Active,22.0,84.0,0.98,12.0,0.68,High,,,,
S831,22.0,Male,Engineering,3.33,3.0,97.8,0.89,Graduated,12.0,64.0,0.6,3.0,0.75,Low,,,,
S832,22.0,Female,Business,2.19,6.0,87.1,0.78,Graduated,16.0,84.0,0.66,13.0,0.94,High,,,,
S833,20.0,Female,Engineering,3.5,4.0,72.1,0.7,Active,3.0,22.0,0.65,9.0,0.89,High,,,,
S834,21.0,Other,Engineering,3.63,5.0,67.5,0.68,Graduated,13.0,23.0,0.64,9.0,0.54,High,,,,
S835,18.0,Female,Business,3.41,3.0,72.1,0.87,Active,19.0,69.0,0.73,9.0,0.95,Low,,,,
S836,21.0,Female,Engineering,3.93,3.0,63.7,0.6,Graduated,12.0,81.0,0.99,11.0,0.74,High,,,,
S837,20.0,Other,Computer Science,3.65,4.0,65.8,0.92,Active,2.0,34.0,0.94,1.0,0.87,Low,,,,
S838,22.0,Male,Arts,3.81,5.0,64.2,0.63,Active,25.0,53.0,0.66,8.0,0.57,High,,,,
S839,21.0,Male,Arts,3.87,3.0,76.9,0.68,Active,25.0,19.0,0.71,4.0,0.84,High,,,,
S840,22.0,Male,Computer Science,3.6,4.0,91.8,0.75,Leave,17.0,80.0,0.83,7.0,0.62,Medium,,,,
S841,24.0,Other,Engineering,3.35,6.0,65.7,0.79,Graduated,31.0,59.0,0.51,13.0,0.72,Medium,,,,
S842,25.0,Female,Business,2.01,6.0,65.2,0.74,Active,13.0,53.0,0.91,6.0,0.51,High,,,,
S843,18.0,Other,Engineering,2.93,6.0,85.7,0.73,Leave,2.0,23.0,0.94,6.0,0.58,High,,,,
S844,24.0,Other,Computer Science,3.14,5.0,67.9,0.99,Active,0.0,24.0,0.93,8.0,0.55,Low,,,,
S845,22.0,Female,Engineering,2.61,4.0,63.9,0.86,Leave,25.0,25.0,0.69,2.0,0.62,Medium,,,,
S846,22.0,Male,Arts,2.64,4.0,66.7,0.61,Active,23.0,11.0,0.73,13.0,0.55,High,,,,
S847,19.0,Male,Engineering,3.92,3.0,96.9,0.77,Active,34.0,39.0,0.51,16.0,0.85,Medium,,,,
S848,19.0,Other,Computer Science,3.78,3.0,92.9,0.95,Leave,13.0,39.0,0.7,17.0,0.51,Low,,,,
S849,24.0,Male,Arts,3.7,3.0,74.2,0.72,Leave,2.0,40.0,0.73,11.0,0.81,High,,,,
S850,23.0,Other,Engineering,2.81,4.0,86.2,0.64,Graduated,12.0,86.0,0.95,13.0,0.57,High,,,,
S851,24.0,Other,Engineering,2.03,3.0,81.5,0.9,Graduated,13.0,29.0,0.95,12.0,0.97,High,,,,
S852,19.0,Female,Arts,2.16,4.0,87.1,0.84,Leave,20.0,58.0,0.98,13.0,0.97,High,,,,
S853,22.0,Female,Business,2.62,4.0,87.3,0.83,Graduated,25.0,44.0,0.94,8.0,0.61,Medium,,,,
S854,20.0,Female,Arts,2.03,6.0,85.1,0.62,Leave,2.0,32.0,0.5,18.0,0.81,High,,,,
S855,24.0,Other,Business,2.03,3.0,70.6,0.66,Graduated,39.0,70.0,0.82,1.0,0.51,High,,,,
S856,22.0,Female,Computer Science,3.83,6.0,61.6,0.85,Active,3.0,64.0,0.53,10.0,0.97,Low,,,,
S857,20.0,Male,Computer Science,3.41,5.0,78.2,0.68,Graduated,35.0,76.0,0.64,16.0,0.76,High,,,,
S858,20.0,Male,Arts,2.62,5.0,95.6,0.8,Active,0.0,17.0,0.79,1.0,0.52,Medium,,,,
S859,19.0,Other,Arts,2.27,5.0,82.8,0.82,Active,39.0,49.0,0.85,18.0,0.67,High,,,,
S860,24.0,Other,Computer Science,3.02,4.0,93.3,0.71,Graduated,32.0,68.0,0.83,6.0,0.54,High,,,,
S861,21.0,Female,Business,2.01,4.0,99.7,0.98,Leave,6.0,41.0,0.52,17.0,0.7,High,,,,
S862,18.0,Other,Computer Science,3.88,4.0,66.5,0.94,Active,10.0,16.0,0.55,12.0,0.83,Low,,,,
S863,19.0,Other,Arts,2.83,3.0,87.7,0.89,Active,26.0,11.0,0.56,4.0,0.73,Medium,,,,
S864,19.0,Male,Computer Science,2.8,6.0,87.0,0.63,Graduated,13.0,15.0,0.55,17.0,0.69,High,,,,
S865,21.0,Male,Arts,2.78,4.0,99.2,0.64,Leave,21.0,45.0,0.59,15.0,0.56,High,,,,
S866,18.0,Female,Arts,2.14,6.0,99.4,0.8,Leave,15.0,41.0,0.84,14.0,0.62,High,,,,
S867,22.0,Other,Computer Science,3.28,6.0,87.5,0.66,Graduated,11.0,54.0,0.92,7.0,0.55,High,,,,
S868,23.0,Other,Business,3.47,6.0,69.7,0.99,Leave,9.0,51.0,0.7,14.0,0.9,Low,,,,
S869,24.0,Male,Engineering,3.35,3.0,91.9,0.66,Graduated,23.0,62.0,0.85,0.0,0.57,High,,,,
S870,23.0,Other,Computer Science,2.28,3.0,64.3,0.79,Graduated,17.0,18.0,0.6,16.0,0.8,High,,,,
S871,22.0,Male,Engineering,3.16,5.0,91.2,0.75,Graduated,21.0,84.0,0.99,14.0,0.67,Medium,,,,
S872,25.0,Female,Computer Science,3.14,5.0,96.4,0.86,Active,8.0,84.0,0.67,13.0,0.61,Low,,,,
S873,19.0,Male,Engineering,3.74,6.0,75.3,0.65,Active,16.0,58.0,0.92,13.0,0.82,High,,,,
S874,18.0,Other,Business,2.76,5.0,85.2,0.77,Active,37.0,11.0,0.97,9.0,0.73,Medium,,,,
S875,19.0,Female,Business,2.74,6.0,77.2,0.71,Graduated,39.0,76.0,0.93,1.0,0.7,High,,,,
S876,20.0,Male,Computer Science,3.24,3.0,77.5,0.96,Active,12.0,20.0,0.53,5.0,0.8,Low,,,,
S877,19.0,Male,Arts,3.27,3.0,72.4,0.62,Active,36.0,59.0,0.83,16.0,0.75,High,,,,
S878,19.0,Female,Engineering,2.94,3.0,90.5,0.97,Active,5.0,44.0,0.56,4.0,0.65,Medium,,,,
S879,22.0,Female,Arts,2.89,4.0,97.4,0.93,Graduated,20.0,24.0,0.5,4.0,0.78,Medium,,,,
S880,22.0,Male,Arts,2.99,6.0,97.6,0.72,Graduated,35.0,84.0,0.53,14.0,0.83,High,,,,
S881,22.0,Other,Arts,3.72,3.0,67.0,0.92,Graduated,6.0,40.0,0.96,14.0,0.51,Low,,,,
S882,23.0,Male,Business,2.92,6.0,95.0,0.61,Active,35.0,71.0,0.95,19.0,0.73,High,,,,
S883,20.0,Female,Computer Science,3.88,5.0,89.5,0.99,Leave,24.0,37.0,0.61,10.0,0.53,Low,,,,
S884,25.0,Male,Computer Science,3.01,5.0,70.1,0.81,Active,10.0,34.0,0.77,4.0,0.59,Medium,,,,
S885,25.0,Female,Business,3.9,3.0,62.7,0.72,Active,13.0,34.0,0.98,0.0,0.78,High,,,,
S886,22.0,Female,Business,3.67,6.0,70.7,0.75,Graduated,28.0,84.0,0.75,10.0,0.93,Medium,,,,
S887,18.0,Other,Computer Science,2.72,3.0,96.5,0.63,Graduated,9.0,10.0,0.7,10.0,0.94,High,,,,
S888,23.0,Female,Arts,3.73,5.0,85.3,1.0,Active,4.0,68.0,0.74,5.0,0.53,Low,,,,
S889,21.0,Female,Engineering,2.22,3.0,88.8,0.62,Active,7.0,78.0,0.9,7.0,0.71,High,,,,
S890,18.0,Other,Engineering,3.85,6.0,70.3,0.86,Leave,4.0,83.0,0.74,1.0,0.79,Low,,,,
S891,24.0,Female,Engineering,3.26,5.0,88.8,0.78,Leave,23.0,51.0,0.89,14.0,0.57,Medium,,,,
S892,24.0,Other,Arts,2.11,4.0,61.1,0.98,Graduated,39.0,43.0,0.72,8.0,0.88,High,,,,
S893,18.0,Other,Computer Science,3.29,5.0,75.0,0.7,Leave,25.0,75.0,0.63,14.0,0.87,High,,,,
S894,22.0,Female,Business,3.95,4.0,85.1,0.81,Leave,5.0,27.0,0.66,7.0,0.95,Medium,,,,
S895,21.0,Female,Computer Science,2.14,3.0,65.8,0.79,Graduated,15.0,86.0,0.54,15.0,0.5,High,,,,
S896,21.0,Male,Arts,3.11,3.0,92.9,0.88,Leave,35.0,14.0,0.75,13.0,0.61,Low,,,,
S897,23.0,Other,Business,3.5,6.0,69.4,0.63,Active,11.0,29.0,0.57,14.0,0.91,High,,,,
S898,21.0,Male,Arts,3.62,4.0,86.1,0.68,Leave,10.0,75.0,0.91,19.0,0.84,High,,,,
S899,24.0,Female,Engineering,2.83,3.0,76.2,0.69,Graduated,2.0,84.0,0.71,12.0,0.95,High,,,,
S900,20.0,Male,Engineering,2.41,4.0,83.8,0.9,Active,36.0,71.0,0.88,8.0,0.53,High,,,,
S901,22.0,Other,Arts,2.08,3.0,64.3,0.68,Leave,5.0,41.0,0.98,0.0,0.8,High,,,,
S902,21.0,Male,Business,3.16,5.0,60.7,0.83,Active,18.0,67.0,0.92,5.0,0.78,Medium,,,,
S903,23.0,Other,Business,2.91,3.0,96.4,0.69,Active,17.0,59.0,0.98,7.0,0.52,High,,,,
